,linear_C,y
0,2.110747792703723,0.3117811799850635
1,0.22060350365542716,0.3483583164408408
2,0.29749603462609003,0.35212845407020166
3,0.003751844454310646,0.31765710018137194
4,0.05149937208541437,0.33724527899285184
5,0.7283341143533957,0.3417742451723035
6,3.9691977829218046,0.3280886589139016
7,178.12345886768458,0.23962578683452473
8,0.014908084784844714,0.291174117144991
9,26.011856078196846,0.272627493865358
10,0.14396127930260258,0.3341046089832498
11,0.12497360736395165,0.3292222340766031
12,237.3693053568122,0.24140083217753117
13,2.5109613215916933,0.310551584337992
14,2.7785479142272567,0.3400898858423129
15,127.841880519943,0.23688520217646425
16,5.98432544366781,0.31056091966286137
17,0.08838405864521384,0.3185892990504642
18,215.671505346645,0.240264589779153
19,0.07210331863511199,0.330657206870799
20,101.57919323742358,0.2367705110423557
